CABra ID  	 33
ANA ID    	 16700000
Longitude 	 -55.958   	 dd
Latitude  	 2.226     	 dd
Area      	 818.09    	 km²
Elevation 	 434.17    	 m
Quality   	 0 = missing	 1 = raw   	 2 = consistent
 
 Year	 Month	   Day	 Streamflow	    Quality
     	      	      	    (m³s¯¹)	           
 1982	     4	    10	     27.123	          2
 1982	     4	    11	     22.424	          2
 1982	     4	    12	     23.021	          2
 1982	     4	    13	     33.193	          2
 1982	     4	    14	     45.885	          2
 1982	     4	    15	     51.398	          2
 1982	     4	    16	     47.618	          2
 1982	     4	    17	     52.934	          2
 1982	     4	    18	     61.823	          2
 1982	     4	    19	     74.028	          2
 1982	     4	    20	     85.320	          2
 1982	     4	    21	     73.665	          2
 1982	     4	    22	     56.046	          2
 1982	     4	    23	     36.363	          2
 1982	     4	    24	     27.755	          2
 1982	     4	    25	     35.905	          2
 1982	     4	    26	     42.958	          2
 1982	     4	    27	     48.117	          2
 1982	     4	    28	     49.623	          2
 1982	     4	    29	     40.803	          2
 1982	     4	    30	     41.040	          2
 1982	     5	     1	     46.625	          2
 1982	     5	     2	     51.143	          2
 1982	     5	     3	     55.524	          2
 1982	     5	     4	     60.165	          2
 1982	     5	     5	     58.854	          2
 1982	     5	     6	     56.833	          2
 1982	     5	     7	     53.965	          2
 1982	     5	     8	     48.868	          2
 1982	     5	     9	     42.236	          2
 1982	     5	    10	     38.447	          2
 1982	     5	    11	     37.285	          2
 1982	     5	    12	     36.823	          2
 1982	     5	    13	     35.905	          2
 1982	     5	    14	     34.090	          2
 1982	     5	    15	     31.421	          2
 1982	     5	    16	     29.895	          2
 1982	     5	    17	     31.861	          1
 1982	     5	    18	     39.384	          1
 1982	     5	    19	     61.489	          1
 1982	     5	    20	     68.318	          2
 1982	     5	    21	     53.707	          2
 1982	     5	    22	     47.618	          2
 1982	     5	    23	     51.143	          2
 1982	     5	    24	     48.367	          2
 1982	     5	    25	     49.875	          2
 1982	     5	    26	     51.398	          2
 1982	     5	    27	     55.003	          2
 1982	     5	    28	     54.224	          2
 1982	     5	    29	     71.861	          2
 1982	     5	    30	     80.333	          2
 1982	     5	    31	     67.272	          2
 1982	     6	     1	     59.836	          2
 1982	     6	     2	     55.785	          2
 1982	     6	     3	     44.414	          2
 1982	     6	     4	     31.421	          2
 1982	     6	     5	     33.865	          2
 1982	     6	     6	     41.517	          2
 1982	     6	     7	     47.121	          2
 1982	     6	     8	     47.121	          2
 1982	     6	     9	     43.927	          2
 1982	     6	    10	     41.757	          2
 1982	     6	    11	     37.981	          2
 1982	     6	    12	     32.747	          2
 1982	     6	    13	     30.329	          2
 1982	     6	    14	     28.392	          2
 1982	     6	    15	     24.842	          2
 1982	     6	    16	     23.624	          2
 1982	     6	    17	     22.622	          2
 1982	     6	    18	     22.622	          2
 1982	     6	    19	     27.333	          2
 1982	     6	    20	     31.202	          2
 1982	     6	    21	     32.747	          2
 1982	     6	    22	     30.111	          2
 1982	     6	    23	     27.333	          2
 1982	     6	    24	     25.252	          2
 1982	     6	    25	     24.842	          2
 1982	     6	    26	     24.434	          2
 1982	     6	    27	     24.230	          2
 1982	     6	    28	     20.467	          2
 1982	     6	    29	     17.821	          2
 1982	     6	    30	     16.903	          2
 1982	     7	     1	     16.359	          2
 1982	     7	     2	     15.465	          2
 1982	     7	     3	     15.112	          2
 1982	     7	     4	     14.066	          2
 1982	     7	     5	     15.288	          2
 1982	     7	     6	     16.903	          2
 1982	     7	     7	     18.566	          2
 1982	     7	     8	     18.566	          2
 1982	     7	     9	     18.566	          2
 1982	     7	    10	     19.130	          2
 1982	     7	    11	     18.378	          2
 1982	     7	    12	     17.821	          2
 1982	     7	    13	     19.319	          2
 1982	     7	    14	     18.566	          2
 1982	     7	    15	     16.179	          2
 1982	     7	    16	     14.586	          2
 1982	     7	    17	     13.044	          2
 1982	     7	    18	     11.719	          2
 1982	     7	    19	     10.436	          2
 1982	     7	    20	     11.072	          2
 1982	     7	    21	     12.211	          2
 1982	     7	    22	     12.542	          2
 1982	     7	    23	     12.211	          2
 1982	     7	    24	     10.436	          2
 1982	     7	    25	     10.123	          2
 1982	     7	    26	     11.719	          2
 1982	     7	    27	     13.553	          2
 1982	     7	    28	     14.412	          2
 1982	     7	    29	     13.213	          2
 1982	     7	    30	     12.709	          2
 1982	     7	    31	     12.046	          2
 1982	     8	     1	     11.394	          2
 1982	     8	     2	     11.233	          2
 1982	     8	     3	     10.436	          2
 1982	     8	     4	     11.882	          2
 1982	     8	     5	     13.382	          2
 1982	     8	     6	     12.211	          2
 1982	     8	     7	     10.912	          2
 1982	     8	     8	     10.123	          2
 1982	     8	     9	      8.899	          2
 1982	     8	    10	     11.556	          2
 1982	     8	    11	     13.213	          2
 1982	     8	    12	     12.211	          2
 1982	     8	    13	     13.553	          2
 1982	     8	    14	     12.542	          2
 1982	     8	    15	     11.882	          2
 1982	     8	    16	     11.072	          2
 1982	     8	    17	      9.813	          2
 1982	     8	    18	      8.899	          2
 1982	     8	    19	      9.505	          2
 1982	     8	    20	      9.658	          2
 1982	     8	    21	      9.505	          2
 1982	     8	    22	      9.200	          2
 1982	     8	    23	      8.452	          2
 1982	     8	    24	     11.072	          2
 1982	     8	    25	      7.724	          2
 1982	     8	    26	      7.155	          2
 1982	     8	    27	      6.600	          2
 1982	     8	    28	      6.463	          2
 1982	     8	    29	      6.328	          2
 1982	     8	    30	      6.328	          2
 1982	     8	    31	      6.328	          2
 1982	     9	     1	      6.328	          2
 1982	     9	     2	      7.015	          2
 1982	     9	     3	      7.015	          2
 1982	     9	     4	      6.600	          2
 1982	     9	     5	      5.793	          2
 1982	     9	     6	      5.274	          2
 1982	     9	     7	      4.894	          2
 1982	     9	     8	      4.769	          2
 1982	     9	     9	      4.522	          2
 1982	     9	    10	      4.401	          2
 1982	     9	    11	      4.645	          2
 1982	     9	    12	      4.645	          2
 1982	     9	    13	      4.522	          2
 1982	     9	    14	      4.401	          2
 1982	     9	    15	      4.160	          2
 1982	     9	    16	      4.041	          2
 1982	     9	    17	      3.807	          2
 1982	     9	    18	      3.691	          2
 1982	     9	    19	      3.577	          2
 1982	     9	    20	      3.577	          2
 1982	     9	    21	      3.577	          2
 1982	     9	    22	      3.577	          2
 1982	     9	    23	      3.464	          2
 1982	     9	    24	      3.464	          2
 1982	     9	    25	      3.352	          2
